datetime,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure,precipitation,boundary_layer_height,dewpoint_2m,shortwave_radiation,pm25,pm10,no2,so2,o3,co
2025-12-20 00:00:00,14.9,93,5.6,201,1007.6,0.0,25.0,13.7,0.0,35.6047891564294,61.99463170411431,18.188940979812884,12.286640321111864,36.98821680626704,0.6687740337635983
2025-12-20 01:00:00,14.9,91,4.2,192,1007.3,0.0,30.0,13.4,0.0,46.02272322533828,90.25878999479708,18.58646588856592,15.591309752613608,31.880814723245415,0.34577594743511936
2025-12-20 02:00:00,14.4,93,4.2,187,1007.3,0.0,25.0,13.2,0.0,43.492284472579286,67.14685472918805,26.518183886227604,14.391691933008545,30.31328276695572,0.7237378128445251
2025-12-20 03:00:00,13.8,95,3.2,177,1007.0,0.0,15.0,13.0,0.0,48.88482862643253,76.11414725390576,35.36417560642033,19.61539594208557,24.012307243309582,0.5345435398262527
2025-12-20 04:00:00,13.1,97,2.3,180,1006.9,0.0,10.0,12.6,0.0,46.96244514381493,92.27256802568418,30.65491649758723,16.02186608547363,19.43411562552046,1.1926645088250516
2025-12-20 05:00:00,12.6,98,5.4,178,1007.5,0.0,20.0,12.3,0.0,67.03518379890262,132.31046090973348,30.065517246743738,15.616976762658018,15.158986255844495,0.8442356556826347
2025-12-20 06:00:00,12.9,99,4.9,176,1008.5,0.0,20.0,12.7,4.0,73.45776413035597,121.74586620734313,39.689815112611086,17.70194124856632,12.769120888267574,1.2120680555146142
2025-12-20 07:00:00,15.4,88,3.8,169,1009.3,0.0,55.0,13.4,72.0,75.52824558048972,126.70485877395461,38.80250682206627,18.278614854278135,12.842007342051529,1.4177926054769974
2025-12-20 08:00:00,18.0,80,0.7,346,1010.1,0.0,110.0,14.5,198.0,91.78250100881989,158.43725858081083,42.2496786348193,17.350815282891897,10.597324104409532,1.1332474511378017
2025-12-20 09:00:00,20.5,72,2.9,356,1010.1,0.0,250.0,15.2,385.0,93.74007473801636,160.1156256033277,43.207704471523684,19.25839041844486,9.544076207800401,1.4552094235109414
2025-12-20 10:00:00,22.1,67,4.3,355,1009.0,0.0,565.0,15.8,515.0,89.33886373253051,142.49750742461262,58.355952720216536,16.826047238741367,14.286485043530357,1.6501048352471719
2025-12-20 11:00:00,23.0,62,3.6,351,1007.8,0.0,885.0,15.3,553.0,103.93076838619314,202.58057455531994,41.1603668730727,15.502954394180106,19.162358550880107,1.6388014282985517
2025-12-20 12:00:00,23.6,60,5.8,340,1006.8,0.0,1015.0,15.5,505.0,96.30671398204007,156.65768229837772,59.444109222021446,18.71751618626409,17.775896437109484,1.7358645484807165
2025-12-20 13:00:00,24.0,59,5.5,333,1006.0,0.0,1230.0,15.5,465.0,112.02760241045819,207.5463921557014,53.681275311012314,14.727311579753584,24.586008175258883,1.4140741212881691
2025-12-20 14:00:00,23.8,59,8.4,340,1005.6,0.0,1220.0,15.2,339.0,103.57836750078202,158.84548898527157,53.40310956336703,15.099739549033984,34.64762625218634,1.7744516405616577
2025-12-20 15:00:00,22.6,64,7.9,344,1005.9,0.0,505.0,15.4,196.0,99.50186320517109,151.18070965213664,62.317982241140086,20.164730751890744,30.765338192980984,1.518459354981989
2025-12-20 16:00:00,20.5,76,3.6,311,1006.7,0.0,50.0,16.2,53.0,90.76576708036491,165.8168245241742,47.74305303798451,19.865772383865693,47.218808785023775,1.609301499626371
2025-12-20 17:00:00,19.7,76,2.6,254,1007.1,0.0,25.0,15.4,0.0,99.78033070939225,166.58405325628243,44.59965422985795,14.975472579230031,38.78551572477265,1.623997769110293
2025-12-20 18:00:00,19.0,80,3.5,219,1007.9,0.0,25.0,15.5,0.0,81.5283354965252,149.0117598818003,43.48913352704268,13.639345268083149,45.939049630869825,1.4579948431528647
2025-12-20 19:00:00,17.9,85,2.7,184,1008.5,0.0,15.0,15.3,0.0,71.57337742269515,110.72477362832532,42.06923692906119,19.389520500625494,45.51775653827731,1.2697439450978947
2025-12-20 20:00:00,16.5,93,4.2,185,1008.9,0.0,15.0,15.4,0.0,64.41836024301854,127.221474548902,33.64961636689532,17.40125507374564,58.75170798747751,1.2041925175876933
2025-12-20 21:00:00,15.6,97,3.8,188,1009.1,0.0,15.0,15.1,0.0,64.25847348442679,120.43690873842009,24.13070534732057,15.946743762592089,47.305116410392756,1.097682210777757
2025-12-20 22:00:00,15.3,96,2.3,203,1009.0,0.0,10.0,14.6,0.0,56.71034907931621,109.91223395480411,24.357800596606417,14.034381869430167,45.317143449574644,1.1596889773072425
2025-12-20 23:00:00,14.9,96,3.4,196,1009.2,0.0,15.0,14.2,0.0,52.32109877923475,82.051792838162,32.55026282177158,15.995089736143782,42.65914066397127,0.7774976662909153
2025-12-21 00:00:00,14.6,96,2.5,188,1008.9,0.0,15.0,14.0,0.0,49.468793235391004,82.12217823918841,24.91907072505246,14.934874620336892,40.3824112315758,0.7691470020697248
2025-12-21 01:00:00,14.6,95,2.7,188,1008.5,0.0,15.0,13.8,0.0,62.13318080696369,104.6429684873569,26.25543641851911,13.006985461281012,33.86261378643238,0.9064133617952224
2025-12-21 02:00:00,14.4,94,3.3,186,1008.4,0.0,15.0,13.4,0.0,42.77090508025102,75.64403779702323,23.238080743509713,15.387126985761705,29.4684527815104,0.6382780814285445
2025-12-21 03:00:00,13.9,95,3.8,180,1008.2,0.0,20.0,13.1,0.0,44.921296053894544,74.04980264411674,22.846105058582634,15.796272136918823,10.706779285854632,0.5172543116478723
2025-12-21 04:00:00,13.4,97,5.3,188,1008.4,0.0,25.0,12.9,0.0,47.27661473842055,72.34813022752734,37.074138750392294,13.873814799239307,20.22863934400731,0.9592347799470112
2025-12-21 05:00:00,12.6,99,6.7,182,1009.1,0.0,35.0,12.5,0.0,64.92783538060397,109.36699046089906,31.059040714744597,17.711477065828554,15.929090862215629,0.918795263076811
2025-12-21 06:00:00,12.9,99,3.5,189,1010.3,0.0,35.0,12.7,4.0,76.26720698869151,124.10769311679152,33.642045880724034,18.866497176932967,16.8337671139608,0.8342613760039165
2025-12-21 07:00:00,14.5,94,3.9,164,1011.4,0.0,60.0,13.5,69.0,74.088420338761,125.42877993794359,45.480711831776695,17.90969308096624,15.917727267336243,1.3001083858759674
2025-12-21 08:00:00,17.0,84,2.5,120,1012.1,0.0,125.0,14.2,184.0,76.0433195373754,121.55370802375808,40.529302927303405,14.171254844358016,9.24916775443281,1.6104597446550595
2025-12-21 09:00:00,19.5,77,2.4,73,1012.1,0.0,235.0,15.2,356.0,83.40415027447008,136.02784770197317,45.02636328113002,17.267464512565116,13.946399800914456,1.1140514907421828
2025-12-21 10:00:00,21.5,70,3.8,45,1011.3,0.0,435.0,15.9,514.0,101.41794573819402,183.91902782848783,51.364941919069246,15.23388419238012,8.273216802532003,1.743876254012839
2025-12-21 11:00:00,22.8,66,5.5,58,1009.9,0.0,550.0,16.0,575.0,106.92679548316069,181.14221606770772,53.857756980991915,11.292762064302146,18.927233747053467,1.1082786906673938
2025-12-21 12:00:00,23.9,62,7.1,36,1009.0,0.0,685.0,16.0,569.0,108.3230089351136,181.19099759483979,56.75286996014117,17.018188135493237,17.710096803461692,1.5835870705824502
2025-12-21 13:00:00,24.2,58,8.2,36,1008.2,0.0,655.0,15.4,491.0,99.67592234169045,176.12265170504887,66.45834544697743,15.438394922870845,20.084829225429367,2.048103182448516
2025-12-21 14:00:00,24.0,57,7.7,24,1008.0,0.0,630.0,15.0,367.0,105.83506537320581,199.59755345941616,57.13605445238695,22.780644006207922,29.2576452871838,1.5979795869161795
2025-12-21 15:00:00,23.0,64,3.8,357,1008.0,0.0,605.0,15.9,205.0,101.914248586659,172.1773944223711,41.96613664679702,19.37181258983568,40.77827069084153,1.6336798729807291
2025-12-21 16:00:00,21.0,73,2.5,274,1008.6,0.0,35.0,15.9,54.0,97.96271220942855,175.72156979748146,52.94520321614257,17.133450470803574,40.72402214692339,1.691984495124254
2025-12-21 17:00:00,19.8,77,2.2,204,1009.0,0.0,30.0,15.6,0.0,96.97143022358551,192.30417056924588,48.189399972447994,15.747511503864539,50.128088214444475,1.0967052971878695
2025-12-21 18:00:00,19.0,83,3.0,205,1009.3,0.0,20.0,16.1,0.0,84.55333574327308,148.8975835350774,44.35835484339762,15.491166765174054,44.32557722042556,1.3386521018171609
2025-12-21 19:00:00,17.7,89,1.5,201,1009.9,0.0,15.0,15.9,0.0,80.43130850457516,157.23506753366146,41.22973654698085,11.988931789100677,53.50992094397332,1.2128426143922617
2025-12-21 20:00:00,16.8,92,3.1,187,1010.4,0.0,15.0,15.6,0.0,67.7760612028355,128.5600939825626,35.71550383998567,9.783038318400267,47.391359851052215,1.448231053000538
2025-12-21 21:00:00,15.9,95,3.4,196,1010.5,0.0,15.0,15.1,0.0,62.312955189519876,95.29890007350654,31.736939534723057,12.382322672755304,50.219831211738175,0.7128518338004353
2025-12-21 22:00:00,15.2,95,4.9,188,1010.5,0.0,15.0,14.4,0.0,58.837102371111904,100.87912067065048,31.751512549869176,14.856848945488709,48.18723939032644,0.784280881740433
2025-12-21 23:00:00,14.9,95,8.3,178,1010.6,0.0,30.0,14.1,0.0,37.36199132762152,69.0882701407846,23.43318955347648,8.683382165373047,46.78810255942764,0.5986366480187464
2025-12-22 00:00:00,14.8,93,6.1,177,1009.9,0.0,35.0,13.7,0.0,43.46485548046953,86.64092855841365,19.80675510117902,13.367034623181752,41.00296247964531,0.5294732426429711
2025-12-22 01:00:00,14.2,94,5.4,184,1009.6,0.0,35.0,13.2,0.0,41.23701876565764,71.30656400866638,39.11890726311196,14.257160900626722,32.21964275076315,0.9454805454129156
2025-12-22 02:00:00,13.6,95,6.1,183,1009.4,0.0,35.0,12.7,0.0,40.911202425381205,63.264785886026786,20.965899560468735,14.353720339543626,33.521227808370256,0.7416859037814106
2025-12-22 03:00:00,12.8,96,5.6,182,1008.8,0.0,30.0,12.2,0.0,46.81809987665337,83.38325065163134,26.644308101749363,13.014829205435566,31.75024547525116,0.6731943668981653
2025-12-22 04:00:00,12.4,95,5.9,182,1009.1,0.0,30.0,11.6,0.0,65.74632705427874,102.78004281652392,21.207990246638403,13.975458556855799,17.664786310975526,0.75701956480195
2025-12-22 05:00:00,12.1,95,4.9,172,1009.5,0.0,30.0,11.2,0.0,53.07335107445405,99.55285734269488,32.58234207525711,20.171681484371586,8.51693607048892,0.8473545846109207
2025-12-22 06:00:00,12.4,91,5.4,180,1010.0,0.0,35.0,11.0,4.0,74.98165548365623,131.50571408581237,31.192767524912995,16.98643584447181,14.67677019772638,0.9810062228692512
2025-12-22 07:00:00,14.5,82,4.1,195,1010.7,0.0,40.0,11.4,78.0,61.537041827073566,114.56447592803542,37.78763528574994,13.31909766930555,9.356761898010038,0.9471109311421471
2025-12-22 08:00:00,18.2,72,0.4,297,1011.3,0.0,115.0,13.1,227.0,80.08549111318942,154.93987110009718,49.36642805049595,14.79495663491411,9.475588576178813,1.2724872331361698
2025-12-22 09:00:00,20.2,68,2.4,9,1011.5,0.0,255.0,14.0,361.0,91.30202452084005,165.66515042392487,50.36004784189037,14.915059993043199,12.906194497142682,1.3681586616695711
2025-12-22 10:00:00,21.8,66,4.0,10,1010.2,0.0,435.0,15.1,514.0,100.90298208647064,182.2529504640479,54.15575612185885,12.696133698779548,10.853922205008836,1.3878519136888743
2025-12-22 11:00:00,22.8,62,2.5,30,1009.0,0.0,545.0,15.1,574.0,106.67057475187599,200.25108568043314,45.0003822685917,12.692609346768435,14.782456490894365,1.6467014450775252
2025-12-22 12:00:00,23.7,61,4.9,10,1007.5,0.0,635.0,15.7,567.0,110.32455267027146,211.9585645954564,64.63928906977016,18.03157206098014,19.599521932253655,1.7116222926423845
2025-12-22 13:00:00,23.8,63,4.9,2,1006.4,0.0,685.0,16.3,491.0,102.2101994220125,197.7283795349325,50.040593445290625,13.740646867449552,30.702634849889648,1.5686705571416584
2025-12-22 14:00:00,24.0,61,3.4,295,1005.9,0.0,800.0,16.1,364.0,100.27896044735552,152.2450317470199,63.09761729209443,11.715910838907385,30.120278416454326,1.6348175664655018
2025-12-22 15:00:00,23.5,67,2.6,258,1006.0,0.0,135.0,17.0,202.0,107.8445691635904,191.75790521094916,58.96412579045845,14.870578967791673,30.23368657879057,2.047416939196702
2025-12-22 16:00:00,20.9,79,1.5,225,1006.4,0.0,20.0,17.0,54.0,94.68276883654352,152.26264178781548,54.20037220790817,15.35402925938737,35.21648607543554,1.9634979066899705
2025-12-22 17:00:00,18.2,83,3.6,229,1006.6,0.0,25.0,15.2,0.0,79.79450941329662,154.01720326028396,43.72507609545809,9.081887327418494,44.69905531036935,1.2291819619740527
2025-12-22 18:00:00,18.2,80,2.9,191,1007.0,0.0,20.0,14.7,0.0,73.69827364104778,134.4403054777413,44.89905394573795,14.87776092654842,42.802796072924856,1.1413436283314982
2025-12-22 19:00:00,17.5,82,3.5,195,1007.7,0.0,15.0,14.4,0.0,67.64438171198711,115.67941745579454,37.6453929467757,17.60393980304478,43.06930257808472,0.9881193446016007
2025-12-22 20:00:00,17.3,83,3.7,203,1008.0,0.0,15.0,14.4,0.0,71.21271459935448,113.51677825510055,36.00409313588613,16.3536881565655,52.542143963736045,1.2871776463452378
2025-12-22 21:00:00,16.7,85,4.0,198,1007.9,0.0,20.0,14.2,0.0,61.139405888564525,102.07296036830935,30.7506387045722,21.689385345584913,52.05651013725594,0.8802941400848612
2025-12-22 22:00:00,15.8,89,3.1,204,1008.0,0.0,15.0,14.0,0.0,59.31067939694573,109.83678569921703,18.493238968153204,18.753328446936536,45.847961940113365,0.9085235937497173
2025-12-22 23:00:00,15.5,92,3.5,189,1007.5,0.0,15.0,14.2,0.0,45.60121671577457,73.06134702822838,31.752514294371927,19.34680207425256,45.316772788337786,1.1837012728396463
2025-12-23 00:00:00,15.0,94,1.7,193,1007.4,0.0,10.0,14.1,0.0,47.29054273994166,73.14860824803945,24.139650996628095,23.40025780774298,40.752486576782005,0.7342626445191546
2025-12-23 01:00:00,14.9,94,2.3,184,1007.3,0.0,15.0,13.9,0.0,50.004723151738695,97.20990083058354,21.575998002488816,17.274468785323794,37.58605844592676,0.8612497443514642
2025-12-23 02:00:00,14.6,94,2.1,195,1006.9,0.0,10.0,13.6,0.0,43.54745289356603,81.96088643990693,21.743550615226063,15.489210623798103,32.41899961575919,0.8404397532413257
2025-12-23 03:00:00,14.2,94,2.2,189,1006.6,0.0,10.0,13.2,0.0,52.67343978692613,84.27210280526631,27.93589142128282,17.921220880293994,14.400464747840678,0.6666643358442795
2025-12-23 04:00:00,13.7,95,3.1,187,1006.7,0.0,15.0,12.9,0.0,48.49138903587036,79.82437993987526,24.21750980954288,13.322290699815019,19.038004166070422,1.0724210913788288
2025-12-23 05:00:00,12.3,100,4.5,178,1007.5,0.0,15.0,12.2,0.0,57.09556922747942,113.39380388739147,20.724122207629783,15.323058958484907,17.929481128981582,0.7900598381799628
2025-12-23 06:00:00,12.9,97,3.7,166,1007.9,0.0,15.0,12.6,3.0,64.18152549493774,118.99846858843146,37.89454429440105,13.056817070765058,11.037665560155167,1.3437428156396252
2025-12-23 07:00:00,15.3,88,2.7,157,1008.7,0.0,50.0,13.4,70.0,65.43328283528768,118.12415374237648,42.59551498978411,16.193953672688643,10.826294031257941,1.082509806958176
2025-12-23 08:00:00,17.8,79,1.1,18,1009.3,0.0,105.0,14.2,203.0,86.66035119936028,143.32012309193163,43.14294559825217,13.04427273594054,13.00279992671231,1.228639597541991
2025-12-23 09:00:00,20.3,70,2.9,11,1009.4,0.0,300.0,14.6,383.0,86.24478127837821,142.26616323431986,42.260485624049956,12.939214500414847,11.005184407227283,1.2223024352746417
2025-12-23 10:00:00,21.8,65,4.2,10,1008.2,0.0,550.0,15.0,501.0,96.31315638541791,146.37305681204177,51.75838620343118,16.240419879316512,18.711169593250695,1.3545593728062133
2025-12-23 11:00:00,22.6,61,4.7,351,1007.3,0.0,815.0,14.7,564.0,104.82673538478042,195.42229102434044,46.53374461898307,14.586865677658299,20.365809385393536,1.5303393293508232
2025-12-23 12:00:00,23.2,59,4.6,9,1006.0,0.0,955.0,14.9,535.0,107.55002419691161,163.64678454515493,50.318660237186805,9.217436592849758,19.525743388114265,1.1773746850366305
2025-12-23 13:00:00,23.5,59,4.9,358,1005.1,0.0,1190.0,15.1,459.0,110.3230808717823,165.7525595418856,52.24651031747919,10.63332923606373,24.03143441505047,1.6333335317648807
2025-12-23 14:00:00,23.0,60,5.4,354,1004.8,0.0,1025.0,14.8,284.0,103.18989091259667,192.42309563771977,59.67450857508288,11.55820052561561,18.59870357919454,1.5620495491704496
2025-12-23 15:00:00,22.4,65,3.3,338,1005.0,0.0,535.0,15.5,171.0,97.59437561717995,192.6939343600182,52.04335170836644,12.351084281658077,33.870372114488305,1.7736944135388972
2025-12-23 16:00:00,21.1,72,0.7,360,1005.3,0.0,15.0,16.0,43.0,95.57545774834524,179.51474915979585,49.07437644010246,16.243269988435916,34.5869244291579,1.624007402640908
2025-12-23 17:00:00,19.8,80,1.5,249,1005.9,0.0,25.0,16.2,0.0,76.50132452833576,132.7925364342845,57.77346257705623,15.656816541214909,45.027053791733444,1.2984725137801405
2025-12-23 18:00:00,19.6,82,5.6,237,1006.4,0.0,50.0,16.5,0.0,71.18767157369092,124.08172215838242,45.9034172075839,18.195838115097597,47.93199092016878,1.2325229897640284
2025-12-23 19:00:00,19.5,82,7.3,245,1007.0,0.0,130.0,16.2,0.0,64.41840310116478,110.6752105924022,41.69497255237413,17.258405468825313,52.10193954988847,1.1530763922958205
2025-12-23 20:00:00,18.8,86,8.0,260,1007.8,0.0,175.0,16.3,0.0,59.25745402611252,98.50495962849837,34.010391552315795,18.215708868547974,55.586681887792764,1.3729581692459598
2025-12-23 21:00:00,18.5,89,8.1,270,1007.9,0.0,175.0,16.5,0.0,63.19819381378749,111.28298873244351,29.01814166181611,16.825188574377368,49.21343880709349,0.7955390639087115
2025-12-23 22:00:00,18.4,88,7.2,243,1007.8,0.1,160.0,16.4,0.0,46.54296412152309,79.84796794687426,17.75425930092949,15.629037927274469,56.44217332338156,0.7166366120403265
2025-12-23 23:00:00,18.0,91,4.1,299,1007.9,0.3,150.0,16.5,0.0,45.99393745415173,82.74695421206656,30.987296199066776,18.298055226862967,45.07194140461057,0.5585909758600394
2025-12-24 00:00:00,17.5,94,4.0,265,1007.5,0.4,90.0,16.5,0.0,56.416051593616466,109.95827178983106,26.786735308156796,17.758238375220298,34.75913442513347,0.4399477074940101
2025-12-24 01:00:00,17.4,98,3.6,200,1007.3,0.6,45.0,17.1,0.0,42.14988823150859,84.19460021201144,23.104170033932935,16.128286102661974,32.92809340160994,0.7814007247250989
2025-12-24 02:00:00,17.6,98,1.1,108,1007.0,0.3,20.0,17.4,0.0,51.92234975906464,79.92779295783707,23.859053270193623,18.81321561258043,28.50901319876871,0.776936269595889
2025-12-24 03:00:00,17.4,98,1.0,45,1007.0,0.0,20.0,17.1,0.0,41.550296446387826,70.31730083313407,29.82431485075426,7.96263527248981,27.192127702563095,1.0408601767505399
2025-12-24 04:00:00,17.4,98,1.1,9,1007.1,0.1,20.0,17.1,0.0,52.14329610146253,82.92625248881261,20.912741135615974,14.12861047757865,16.2110003990828,1.068870546575843
2025-12-24 05:00:00,17.0,95,2.9,274,1007.7,0.2,115.0,16.3,0.0,52.39982356071535,87.82526069397974,29.05059334223097,14.082628603044807,14.665960845031465,1.4394233429063616
2025-12-24 06:00:00,17.2,94,2.9,259,1008.2,0.2,170.0,16.2,2.0,64.52316403971987,106.05908042597648,30.177380963897015,18.45804863244471,12.035330801126879,1.060992304842571
2025-12-24 07:00:00,17.6,93,4.4,240,1009.3,0.1,180.0,16.5,42.0,81.72246509965916,129.71549997347117,48.857546412433734,19.71418499085231,8.88900024359646,1.1478940872407586
2025-12-24 08:00:00,18.0,90,4.2,250,1010.3,0.1,190.0,16.5,83.0,68.94600796753683,129.75900878479945,48.51938238090683,10.649461889369213,13.245661526718873,1.064187872622538
2025-12-24 09:00:00,18.8,85,4.6,257,1010.5,0.1,270.0,16.1,152.0,93.47538914836686,163.40847540550857,36.98653679432318,19.233501522447828,13.246769028080058,1.5793156334952652
2025-12-24 10:00:00,19.7,80,6.3,267,1009.8,0.2,465.0,16.1,273.0,98.11508825425463,192.26856309467033,43.74490036578487,11.485664441921193,17.345760464727064,1.5631181032588104
2025-12-24 11:00:00,21.0,75,4.7,268,1008.3,0.2,695.0,16.5,336.0,96.22756246795879,145.90948938620593,53.194678093763585,11.576354263317532,14.533763651824252,1.745945454818667
2025-12-24 12:00:00,21.8,73,6.1,293,1007.1,0.0,855.0,16.8,448.0,92.40931195356441,141.70866398511862,53.09261216026297,14.297142893017906,24.810110270591608,1.4358195527710729
2025-12-24 13:00:00,22.2,70,5.9,308,1006.3,0.0,885.0,16.5,407.0,105.57703606171096,179.6537688964526,49.37808895961556,14.045380583602245,19.3676307540414,1.7503208378053399
2025-12-24 14:00:00,22.0,70,6.4,310,1006.0,0.0,945.0,16.2,292.0,99.74183311616163,153.6162532216185,65.17862440887754,10.32474816084937,24.44646279604057,1.7046843202095412
2025-12-24 15:00:00,21.1,73,6.4,310,1006.2,0.1,380.0,16.1,180.0,102.8421718043708,167.77309885284984,55.419106030463915,16.9496339204777,30.321174157685558,1.643499201795268
2025-12-24 16:00:00,19.7,82,1.4,247,1006.5,0.0,30.0,16.5,52.0,96.38802059978399,192.10275849351063,53.687790113300224,17.038207274179808,40.036846770528356,1.4027580733314382
2025-12-24 17:00:00,19.0,87,3.6,250,1007.0,0.0,45.0,16.7,0.0,102.81423113056732,164.96335738628883,44.53992525383893,18.162124788491013,48.95164809004197,1.6778649297106796
2025-12-24 18:00:00,18.8,87,5.6,230,1007.4,0.0,60.0,16.6,0.0,80.84972633329143,129.2834720874058,47.752475457530345,13.699634010666404,44.91193975313025,1.7342946574448121
2025-12-24 19:00:00,18.3,87,6.8,217,1008.2,0.0,85.0,16.1,0.0,66.81202005902509,119.38107602366338,38.09783619508994,14.881251855082654,47.41174290592362,0.9779311947404769
2025-12-24 20:00:00,17.6,89,6.1,214,1008.5,0.0,50.0,15.7,0.0,68.6696337265749,120.10313070247555,34.442179409822174,14.908718505292072,49.13592817876265,1.2198556542693817
2025-12-24 21:00:00,17.0,91,6.9,227,1008.7,0.0,60.0,15.6,0.0,61.759973471774124,110.5638871262859,35.055009799126296,20.06398632440539,51.60982901933198,0.3844299697319221
2025-12-24 22:00:00,17.1,92,5.2,226,1008.6,0.0,55.0,15.8,0.0,64.66029716632707,109.17035327049237,20.541303675713745,6.497265652100346,45.410006862270485,0.9943107349269491
2025-12-24 23:00:00,17.2,93,1.0,112,1008.9,0.0,15.0,16.0,0.0,55.70012785378348,106.57557635609737,34.1287328387039,12.12916695303269,42.00846779206495,0.41027688287511854
2025-12-25 00:00:00,17.0,98,2.2,132,1008.5,0.6,35.0,16.6,0.0,48.877193684524016,76.70250475366673,25.45713285299428,15.016622528375393,34.618418946569236,0.6313621338013955
2025-12-25 01:00:00,16.8,98,2.3,180,1008.1,0.6,45.0,16.4,0.0,56.706423129756494,97.20594201501578,30.40472104390212,11.74328929525349,32.889496457341934,0.4573950676491499
2025-12-25 02:00:00,16.6,99,1.6,276,1007.7,0.1,20.0,16.4,0.0,36.512120776745135,67.36051512390844,19.16808799628081,14.225038928186647,34.709847011741324,0.6932333043913679
2025-12-25 03:00:00,16.6,99,1.9,253,1007.5,0.0,15.0,16.5,0.0,43.90122562446886,84.9101603668259,21.52776791930802,14.621773390890272,25.18732313186349,0.9520665458570351
2025-12-25 04:00:00,16.6,100,2.0,100,1007.6,0.0,25.0,16.6,0.0,46.374189033159375,78.13057531697739,22.87679039301618,13.026941673622593,17.04058195900834,0.48912609228505255
2025-12-25 05:00:00,16.0,97,1.2,231,1008.5,0.0,15.0,15.4,0.0,56.881521574753855,101.4693991340422,33.25148836332419,15.193406778308017,20.802440267184785,0.8881040620968722
2025-12-25 06:00:00,16.0,96,1.6,63,1009.4,0.0,35.0,15.4,2.0,56.221939466473906,86.27650010116766,36.1888117879509,16.88444783327344,10.338637916070477,0.9730931045875786
